id,category,headline,content
0,1," Citigroup, Deutsche Bank Involved in Crypto Transactions, Exchanges Raise $15M for Digital Asset Exchange ","&lt;p&gt;Citigroup Investments, a unit of New York-based Digital Currency Group (DCG), will help fund the digital assets exchange CoinDesk has reported in its March issue, with participation from Deutsche Bank, Citigroup’s parent company.&lt;p&gt;&lt;p&gt;“The investment brings us closer to the launch of CoinDesk’s new suite of digital assets, and brings the firm closer to its goals of advancing the digital world to financial inclusion, growth and adoption,” said David Borda, Citigroup senior vice president for product development.&lt;p&gt;&lt;p&gt;CoinDesk previously reported that the exchange’s plans to launch CoinDesk were in the works. &lt;p&gt; "
0,1," BitGo, VCs Investing in Coinbase’s XRP Exchange ","&lt;p&gt;Bitcoin mining company BitGo has secured $250 million in Series B funding from Coinbase and Digital Currency Group of America (DCGIA), according to a press release shared with CoinDesk.&lt;p&gt;&lt;p&gt;Announced Tuesday, the investment firm, which makes chips for the upcoming bitcoin mining startup, has been working with Coinbase’s MicroStrategy, a venture capital firm, as it prepares to launch its second-largest mining farm in Texas. &lt;p&gt;&lt;p&gt;In June, BitGo announced the launch of its first mining farm in Texas, dubbed XRP. The new farm is expected to be a $20 million farm, the second largest in the nation, and up from a $1.5 million initial farm for the first farm, according to a press release from the firm. &lt;p&gt;&lt;p&gt;According to its website, the farm offers up to 3x, 4x, and 5x hashrate farms with around 20% of the farm’s resources devoted to Bitcoin mining, compared to just under 10% in the first farm. &lt;p&gt;&lt;p&gt;As part of the deal, BitGo will invest in all of the company’s XRP farms, with a particular focus on those with large numbers of participants, and also the ability to expand its farm even further.&lt;p&gt;"
0,1," Binance Raises $12M in Series B Funding, Begins Testing ‘DeFi’ Options ","&lt;p&gt;Binance, the world’s largest cryptocurrency exchange, is announcing a Series B funding round.&lt;p&gt;&lt;p&gt;Read more: Binance Raises $12M in Series B Funding, Begins Testing ‘DeFi’ Options&lt;p&gt; "
0,1, S.Korea's March exports fell more than expected ,"&lt;p&gt;SEOUL, March 31  - South Korea’s exports fell in March despite the government’s decision to cut its COVID-19 vaccination programme as exports were hurt by the coronavirus crisis, the South Korean service industry lobby group Kookmin said on Wednesday.&lt;p&gt;&lt;p&gt;The South Korean services sector contracted 6.7% from a year earlier, the lowest since July 2015, according to figures from the Ministry of Trade and Industry (METI), which is part of the government’s National Insurance and Protection Fund.&lt;p&gt;&lt;p&gt;The figure comes after the government reduced its forecast for April’s exports in light of a spike in coronavirus cases and new restrictions imposed this month. (Reporting by Gwangju Roh Editing by Paul Simao)&lt;p&gt; "
0,1," Ethereum, Amazon Launch Directories for New Web App ","&lt;p&gt;Amazon Web Services (AWS) has launched its own directories for users to connect to other web apps.&lt;p&gt;&lt;p&gt;Announced Tuesday, the e-commerce giant launched its own e-commerce platform for developers in partnership with Square and Etsy to support the launch of new apps. E-commerce apps will be free to users.&lt;p&gt;&lt;p&gt;“We’re launching directly to our customers via Square and Etsy’s e-commerce platform,” AWS Chief Marketing Officer Dan Bruyette told CoinDesk in an interview. “Amazon Web Services is a great way to connect and collaborate in the web and we have built an ecosystem around the products we provide.”&lt;p&gt;&lt;p&gt;The new products in the Amazon Web Services Directories feature Web 2.0 (or W2C), the first fully decentralized web applications developed by Google and Microsoft and supported by thousands of companies, said Bruyette.&lt;p&gt;&lt;p&gt;The new applications are built on Amazon’s AWS Cloud Platform and AWS’ native web server infrastructure.&lt;p&gt;&lt;p&gt;AWS allows developers to run software on any underlying server, enabling developers to run new apps, Bruyette added. “It’s really about building a user experience that will appeal to any developer.”&lt;p&gt;&lt;p&gt;See also: Amazon’s ‘Private Cloud’ Hits Another Test Drive With New Enterprise-Level APIs&lt;p&gt;"
0,1," Avanti, Canaan Join Genesis Financial in Crypto Mining Revenue Bill ","&lt;p&gt;Avanti, a subsidiary of Canaan Digital, has joined Genesis Financial in a funding round for cryptocurrency mining business.&lt;p&gt;&lt;p&gt;Announced Monday, Canaan Digital is the first entity to participate in the Genesis Crypto Mining Investment Plan. &lt;p&gt;&lt;p&gt;In an announcement released Tuesday, Genesis Financial CEO Matthew Weinberg said in part:&lt;p&gt;&lt;p&gt;See also: Genesis Crypto Mining Firm Lets $600M Worth of Assets Go to China&lt;p&gt;&lt;p&gt;The firm has been involved in the cryptocurrency mining sector for a while now, having started out as Genesis Mining Group. The company has also been involved in the Ethereum network since 2016.&lt;p&gt; "
0,1, Swiss Crypto Exchange Bitwise Adds Support for Blockchain Assets in DeFi ,"&lt;p&gt;Swiss cryptocurrency exchange Bitwise has added support for the issuance of blockchains, in addition to its existing integration with the Ethereum blockchain.&lt;p&gt;&lt;p&gt;Read more: Switzerland’s Biggest Bitcoin Exchange Wins License to Accept Blockchain Assets&lt;p&gt; "
0,1, Sleeping Giant Crypto Exchange Kraken Gets US Patent Approval From the US Patent Office ,"&lt;p&gt;Cryptocurrency exchange Kraken, the parent company of CoinDesk’s parent company, has received a U.S. patent application for a new method of storing and holding digital assets.&lt;p&gt;&lt;p&gt;According to a press release issued Wednesday, Kraken’s new technique is more efficient and more easily adapted to the demands of the financial services industry.&lt;p&gt;&lt;p&gt;“The method utilizes a combination of electronic and physical storage facilities, the use of specialized processing devices to store, transfer and process digital assets, and the use of automated, automated and blockchain technologies to improve the efficiency and security of the service. The technology utilizes advanced crypto technology to offer high throughput and low latency, with minimal cost,” said Kraken CEO and co-founder Jack Dorsey.&lt;p&gt;&lt;p&gt;Read more: The Cryptocurrency Industry Takes on Bitcoin in a New Way&lt;p&gt;&lt;p&gt;The press release is based on information provided to CoinDesk in its original filing, which was filed Tuesday, December 6, 2018.&lt;p&gt;&lt;p&gt;The firm’s first product is an automated trading platform designed to bring liquidity to cryptocurrency trading by placing digital assets in order to earn returns. Kraken first announced the service in July 2018.&lt;p&gt; "
0,1," BitGo Expands Its Digital Asset Strategy for Investors, Including DeFi ","&lt;p&gt;BitGo is adding institutional investment and cryptocurrency derivatives to its cryptocurrency trading strategy.&lt;p&gt;&lt;p&gt;Announced Tuesday, the asset management firm has expanded its digital asset strategy for investors including DeFi’s “BitGo Trust,” which will provide the firm with an annual treasury balance of more than $1 billion. &lt;p&gt;&lt;p&gt;The partnership, which was first revealed by BitGo in August, will include BitGo’s digital derivatives trading business, where investors will be able to trade bitcoin and other digital assets without fees. &lt;p&gt;&lt;p&gt;See also: BitGo Becomes First Financial Entity to Offer Trading Services on Ethereum&lt;p&gt;&lt;p&gt;“This integration represents a significant milestone in our digital asset strategy,” BitGo CEO John Wani said in a statement. “In an effort to further broaden our customer base and make BitGo the first financial institution to offer this service, we’re excited to expand the business further and introduce the BitGo Trust as our primary asset class.”&lt;p&gt;&lt;p&gt;BitGo’s foray into crypto markets began in earnest in December 2019. &lt;p&gt; "
0,1, Pizza Hut Will Bring Back Custody Service for New Retailers ,"&lt;p&gt;Pizza Hut is rolling out a new service to its popular online restaurant, offering a custody solution for existing customers.&lt;p&gt;&lt;p&gt;Launched in 2014, Custody is a subscription service that allows customers to buy, sell, share and manage digital goods and services. The service now has over 100 stores worldwide.&lt;p&gt;&lt;p&gt;The service lets customers purchase groceries online at checkout, without having to go through the hassle of ordering and shipping.&lt;p&gt;&lt;p&gt;The service will also work with existing Custody customers as an alternative to Amazon’s paid delivery option.&lt;p&gt;&lt;p&gt;See also: Custody Is Coming to New York City: Report&lt;p&gt;&lt;p&gt;“We are excited about bringing the Pizza Hut Custody product to our customers in the U.S. and abroad,” said Michael Lewis, Pizza Hut’s chief operating officer. “We look forward to working with the community and partners to provide the best customer experience for our customers.”&lt;p&gt; "
0,1, UPDATE 1-Philippine GDP shrinks in April as coronavirus curbs worsen ,"&lt;p&gt;* Production shrinks 2.3% y/y in COVID-19-related cases&lt;p&gt;&lt;p&gt;* Production dropped 0.7% y/y in April (Adds economist comments, background)&lt;p&gt;&lt;p&gt;MANILA, April 9  - Philippine gross domestic product (GDP) shrank by 2.3% in April from a year earlier, official data showed on Monday, although there were some short-term effects, largely caused by the coronavirus lockdown in some provinces, particularly in the southern provinces.&lt;p&gt;&lt;p&gt;GDP shrank 3.3% in the first three months of the year, from a year earlier, data from the Statistics Institute of the Philippines showed.&lt;p&gt;&lt;p&gt;But that was the sharpest fall since February 2017, and its first in the year.&lt;p&gt;&lt;p&gt;The government also extended a state of emergency in the region to support businesses.&lt;p&gt;&lt;p&gt;“The recovery in the industrial sector is evident from a sharp increase in production, which will probably continue in April,” Economy Secretary Benjamin Diokno said during an earnings call.&lt;p&gt;&lt;p&gt;Output in the private sector grew 8.1% in April from a year earlier, while employment declined 1.5%.&lt;p&gt;&lt;p&gt;“We were able to take the first steps to stabilise the economy in April,” Diokno said."
0,1, Swiss Polytechnic Bank to Partner With Crypto Provider BitPay ,"&lt;p&gt;Blockchain banking giant SNCB Bank is to join BitPay’s crypto trading arm and provide direct services to cryptocurrency investors.&lt;p&gt;&lt;p&gt;In an announcement Thursday, SNCB Bank said it will work with the newly launched company’s partners in order to support cryptocurrency investment banking with regulatory approval, as well as providing direct services on BitPay’s mobile app and desktop app.&lt;p&gt;&lt;p&gt;BitPay is the first major crypto exchange to have entered the SNCB banking relationship, joining crypto exchange BlockFi and crypto lender Coinbase, as well as crypto retail provider CryptoFi Capital.&lt;p&gt;&lt;p&gt;The SNCB partnership comes as crypto firms see a potential expansion into traditional banking with digital assets trading becoming mainstream.&lt;p&gt;&lt;p&gt;According to recent research, crypto firms, including crypto exchange Bitpanda, Coinbase, and BlockFi, now account for about a fifth of all banking transactions in the Swiss, accounting for about a fifth of all loans issued by Swiss banks in 2018.&lt;p&gt;&lt;p&gt;“We look forward to collaborating with SNCB Bank, as they will help further develop the crypto industry,” Bitpanda CEO Michael von Lutz said in a statement.&lt;p&gt;&lt;p&gt;Read more: Crypto Firm SNCB Bank to Offer Bitcoin and Other Crypto Assets to Crypto Investors&lt;p&gt;"
0,1, Binance-Backed BitGo to Bring Crypto Investment to Crypto Lending Loans ,"&lt;p&gt;BitGo is teaming up with Coinbase and the leading cryptocurrency lending platform, Binance Labs.&lt;p&gt;&lt;p&gt;Announced Thursday, Binance Labs is bringing its “digital asset lending platform” BNB Global to the crypto lending community. The startup plans to leverage its BNB Global app to lend crypto assets and cryptocurrency loans to a select number of lenders, including institutions, as well as retail investors.&lt;p&gt;&lt;p&gt;“Binance will provide lending services for accredited investors that borrow, sell, lend, or trade cryptocurrencies or other assets in the custody of their lenders,” the firm said in a press statement.&lt;p&gt;&lt;p&gt;See also: Coinbase’s Crypto Institutional Investor Lend First: Coinbase, BitGo to Launch Crypto Assets Firm&lt;p&gt;&lt;p&gt;BitGo launched BNB Global in 2018, which allowed users to lend fiat to crypto, digital assets or digital tokens. The app allowed accredited investors to borrow and trade bitcoin and other assets at discounted rates by depositing crypto into their crypto wallets or bitcoin wallets.&lt;p&gt;&lt;p&gt;The firm’s BNB Global lending solution is the first in a series of crypto-enabled lending solutions in the U.S. and Europe, according to CoinDesk. The app is currently only available in the U.K. and European Union, as well as Japan, Korea and Singapore.&lt;p&gt; "
0,1, A Better Alternative to Crypto Firms’ $8.6B Ransomware Deal ,&lt;p&gt;Blockchain payments giant BlockFi has closed a $8.6 billion deal to acquire an arm of cryptocurrency payments provider BitPay.&lt;p&gt;&lt;p&gt;See also: Coinbase to Pay for Bitcoin’s Bitcoin Miners With US Crypto Custody Deal&lt;p&gt; 
0,1, Ripple Acquires US Treasury Digital Asset Manager Coinbase Ventures ,"&lt;p&gt;Crypto custodian Ripple Ventures has acquired an adviser for the U.S. Treasury Digital Asset Services division that manages U.S. Treasury Digital Assets.&lt;p&gt;&lt;p&gt;The New York-based firm also acquired Digital Asset Holdings, the digital asset management company formerly owned by Digital Currency Group.&lt;p&gt;&lt;p&gt;“These acquisitions add to Ripple’s ongoing mission of providing a fully automated U.S. financial system with a robust and mature portfolio of digital assets and digital services for the benefit of American consumers, investors and businesses throughout the world,” said Michael S. Saylor, Ripple’s senior vice president and head of institutional markets.&lt;p&gt;&lt;p&gt;The acquisition is in line with recent acquisitions by Ripple Ventures and ConsenSys, both of which helped bring the firm’s derivatives trading business to market.&lt;p&gt;&lt;p&gt;The partnership follows the firm’s recent $10 million acquisition of Cambridge Analytica, the largest market research firm by revenue.&lt;p&gt;&lt;p&gt;Crypto is a lucrative industry, with the U.S. accounting for more than $20 trillion of the total digital asset market.&lt;p&gt;&lt;p&gt;The U.S. has been busy pushing back against the financial crisis and the crypto craze, with authorities stepping in to stoke it.&lt;p&gt;&lt;p&gt;Read more: Bitcoin’s Price Drops as U.S. Regulator Probs Crypto Trade&lt;p&gt;"
0,1, Listed Insurance Company Invests in US Crypto Firm Crypto Exchange Gemini ,"&lt;p&gt;Listed insurance provider Crypto Exchange Gemini has secured investment from an unnamed U.S. investment bank, according to a blog post shared Tuesday by the Gemini Exchange Network.&lt;p&gt;&lt;p&gt;Also read: Gemini Exchange’s New York State Licensing Deadline Begins April 30&lt;p&gt; "
0,1, Hedge Fund Principal Sees ‘Scary’ Bitcoin Trust Coming Next Week ,"&lt;p&gt;Hedge funds have long been the preferred form of investment for large investors looking to make a quick and liquid exit from investing in bitcoin or any other asset class.&lt;p&gt;&lt;p&gt;However, a new hedge fund principal has begun exploring bitcoin in a bid to make the investment more accessible and safe, according to his latest venture. &lt;p&gt;&lt;p&gt;This is the latest in a string of hires for a fund taking a hawkish position on bitcoin, one that recently posted its largest quarterly return to date of 2,069%.&lt;p&gt;&lt;p&gt;“I’m excited to see a big, beautiful, and powerful hedge fund investing in bitcoin right now,” the principal of the H3 Global Crypto Fund said in a press release. “I believe in the security of cryptocurrencies, as well as the potential for the world’s largest institutional investors to own and to invest in bitcoin and other asset classes.”&lt;p&gt;&lt;p&gt;See also: Coinbase CEO Says SEC Suit Against Coinbase Is ‘Overblown’&lt;p&gt;&lt;p&gt;The funds’ investment is in the company’s $4.5 billion equity investment fund, said COO Mike Belshe. &lt;p&gt;&lt;p&gt;See also: Bitcoin Foundation COO Says Bitcoin’s Lightning Network Could Replace Electricity&lt;p&gt;"
0,1, WTO Digital Currency Token Gets Regulatory Review From U.S. Patent and Trademark Office ,"&lt;p&gt;The U.S. Patent and Trademark Office (USPTO) is considering issuing a digital currency token (BAT) that could be used as a means of identification for entities and businesses in the digital economy, the company announced Thursday.&lt;p&gt;&lt;p&gt;Read more: ‘This’s a Fast Track to the FATF’s Digital Currency Initiative&lt;p&gt; "
0,1, Coinbase’s Binance Exchange Raises $2.9M in a Series B Round ,"&lt;p&gt;Binance, the U.S.-based payments infrastructure provider, has wrapped up a $2.9 million Series B funding round led by Coinbase Ventures and CoinGecko Capital, as announced Monday.&lt;p&gt;&lt;p&gt;Read more: Coinbase Ventures Eyes ‘Biggest Bitcoin Opportunity’ in 2020&lt;p&gt; "
0,1," Gemini to Pay $40M to Unite 6,000 Investors: Report ","&lt;p&gt;Cryptocurrency exchange Gemini, a company founded by former Goldman Sachs executives, is paying $40 million to the six investors that bought a controlling interest in the company on Tuesday, according to the report.&lt;p&gt;&lt;p&gt;The money will be used to help the venture arm of cryptocurrency firm Blockchain Capital to continue building out the technology and infrastructure for the company’s services and future growth, according to the report.&lt;p&gt; "
0,1, Algorand to Launch Institutional Bitcoin Custody Service in 2019 ,"&lt;p&gt;Institutional digital asset custodian Algorand has announced it will launch a cryptocurrency custody platform in 2019, with a focus on institutional investors.&lt;p&gt;&lt;p&gt;Also read: US Commodity Futures Trading Commission Approves Crypto Custody Service, Starts Production in Japan&lt;p&gt; "
0,1, Biden to Make $1.4 Trillion Add to Stimulus Bill ,"&lt;p&gt;WASHINGTON — President Biden will soon unveil his proposal to cut the nation’s debt as much as $1.4 trillion over the next 10 years and pass a $1.4 trillion plan that he unveiled last week on the South Carolina floor.&lt;p&gt;&lt;p&gt;The spending package, dubbed the Biden Budget Plan, calls for $1.4 trillion in extra spending to help meet the nation’s obligations under the current budget agreement and extend emergency stimulus checks to millions of Americans in need, while also promising to bring in federal matching funds for businesses and families who need the most help. It would also replace most federal funding with $800 billion in new and used funds to help pay for essential programs.&lt;p&gt;&lt;p&gt;“My intention is to create a system of generous government, so that people have more access to the resources they need, that there is more opportunity for people to invest and there are fewer jobs,” Biden said at a news conference Friday.&lt;p&gt;&lt;p&gt;“We’re going to provide that opportunity for businesses and small businesses, for families and people of color and women and the young, for the middle class and women of color.”&lt;p&gt;&lt;p&gt;He said he would introduce the spending plan on a floor conference call at the end of the week with Senate Democrats and Republicans to express their opposition to it. He did not address the proposals publicly.&lt;p&gt;&lt;p&gt;A Senate spokesman said Biden’s proposal was not in the cards.&lt;p&gt;"
0,1, Binance Hires Former Tech Tech CEO ,"&lt;p&gt;Binance CEO Beshir Sunak has left his role at Binance Tech to help lead the next phase of the exchange’s new effort, Binance.&lt;p&gt;&lt;p&gt;Also read: Binance’s Digital Yuan Offering Won’t Be for Crypto, Says New CEO&lt;p&gt; "
0,1, A Bitfinex Exchange Is Expanding Its Crypto Trust to Russia ,"&lt;p&gt;An exchange-traded fund (ETF) listing for crypto assets and derivatives has launched a digital currency trading platform.&lt;p&gt;&lt;p&gt;According to an announcement Thursday, Bitfinex has purchased a license from the central bank of Russia and is providing the brokerage with digital currency trading capabilities, as reported by RIA Novosti. &lt;p&gt;&lt;p&gt;The firm, which allows users to trade for a minimum of three months on its platform, is looking to increase its offerings, particularly in emerging markets, the firm said. &lt;p&gt;&lt;p&gt;The new service will allow the user to buy and sell cryptocurrency without needing to hold any collateral on the platform, while also managing the exchange’s own collateral. &lt;p&gt;&lt;p&gt;As of right now, Bitfinex’s exchange-traded fund is registered with the Bank of Russia and has a market cap of around $17 billion. The stock traded on the Bitfinex exchange in November alone is valued at around $8 billion. &lt;p&gt;&lt;p&gt;In Russia, the country’s central bank has imposed strict restrictions and curbs on the trading of the stock since November 2020. The market regulator, the Bank of Russia, prohibited trading of cryptocurrencies through the exchange, which subsequently took on a virtual ownership stake in the crypto derivatives platform. &lt;p&gt;&lt;p&gt;The exchange has since been shut down by state security authorities after an investigation into allegations of money laundering. &lt;p&gt;"
0,1, Gemini to Boost Demand for Its Digital Currency After SEC Investigation ,"&lt;p&gt;Gemini will continue using blockchain technology as part of its banking business, the firm announced Tuesday.&lt;p&gt;&lt;p&gt;In an emailed statement, Gemini said, “We have been focused on making Gemini the best provider for the needs of our customers, and we’re excited about partnering with Blockchain Capital, the world’s largest digital asset custody provider.”&lt;p&gt;&lt;p&gt;The Gemini Blockchain Capital Partnership brings together top tech firms and institutional customers to offer enterprise blockchain solutions to major financial institutions.&lt;p&gt;&lt;p&gt;Read more: Gemini’s Financial Lender Eyes SEC Suit Over Crypto Derivatives Lawsuit&lt;p&gt; "
